name_first_last,weight,mlb_g,height_inches,round_sort,round,draft_type,bats,description,height_feet,pick,year,name_last_first,overall,milb_g,team_full,league_full,primary_position,team_abbrev,birth_date,throws,league_id,school,trans_date,signed_sw,round_desc,mlbamPlayerID,mlbamTeamID
Jeff Bumgarner,205,N,6,1,1,JR,R,June Amateur Draft,6,13,1985,"Bumgarner, Jeff",13,Y,Minnesota Twins,American League,P,MIN,1967-06-12T00:00:00,R,103,"Hanford HS (Richland, WA)",,N,Round 1,458488,142
Tommy Greene,225,Y,5,1,1,JR,R,June Amateur Draft,6,14,1985,"Greene, Tommy",14,Y,Atlanta Braves,National League,P,ATL,1967-04-06T00:00:00,R,104,Whiteville HS (NC),,N,Round 1,115099,144
Willie Fraser,206,Y,1,1,1,JR,R,June Amateur Draft,6,15,1985,"Fraser, Willie",15,Y,California Angels,American League,P,CAL,1964-05-26T00:00:00,R,103,Concordia College,,N,Round 1,114390,108
Trey McCall,205,N,3,1,1,JR,R,June Amateur Draft,6,16,1985,"McCall, Trey",16,Y,Philadelphia Phillies,National League,C,PHI,1967-06-22T00:00:00,R,104,Abingdon HS (VA),,N,Round 1,562604,143
Brian McRae,185,Y,0,1,1,JR,S,June Amateur Draft,6,17,1985,"McRae, Brian",17,Y,Kansas City Royals,American League,SS,KC,1967-08-27T00:00:00,R,103,"Manatee HS (Blue Springs, FL)",,N,Round 1,118871,118
Joe Magrane,230,Y,6,1,1,JR,R,June Amateur Draft,6,18,1985,"Magrane, Joe",18,Y,St. Louis Cardinals,National League,P,STL,1964-07-02T00:00:00,L,104,Arizona,,N,Round 1,118146,138
Mike Cook,200,Y,3,1,1,JR,R,June Amateur Draft,6,19,1985,"Cook, Mike",19,Y,California Angels,American League,P,CAL,1963-08-14T00:00:00,R,103,South Carolina,,N,Round 1,112626,108
Gregg Jefferies,185,Y,10,1,1,JR,S,June Amateur Draft,5,20,1985,"Jefferies, Gregg",20,Y,New York Mets,National League,SS,NYM,1967-08-01T00:00:00,R,104,"Serra HS (Millbrae, CA)",,N,Round 1,116513,121
Dan Gabriele,190,N,2,1,1,JR,L,June Amateur Draft,6,21,1985,"Gabriele, Dan",21,Y,Boston Red Sox,American League,P,BOS,1966-12-11T00:00:00,R,103,"Western HS (Walled Lake, MI)",,N,Round 1,457367,111
Rafael Palmeiro,215,Y,0,1,1,JR,L,June Amateur Draft,6,22,1985,"Palmeiro, Rafael",22,N,Chicago Cubs,National League,OF,CHC,1964-09-24T00:00:00,L,104,Mississippi State,,N,Round 1,120191,112
Joey Cora,150,Y,8,1,1,JR,S,June Amateur Draft,5,23,1985,"Cora, Joey",23,Y,San Diego Padres,National League,SS,SD,1965-05-14T00:00:00,R,104,Vanderbilt,,N,Round 1,112664,135
Dave Masters,225,N,9,1,1,JR,R,June Amateur Draft,6,24,1985,"Masters, Dave",24,Y,Chicago Cubs,National League,P,CHC,1964-08-13T00:00:00,R,104,California,,N,Round 1,458476,112
Greg David,192,N,1,1,1,JR,R,June Amateur Draft,6,25,1985,"David, Greg",25,Y,Toronto Blue Jays,American League,OF,TOR,1967-06-17T00:00:00,R,103,"Barron Collier HS (Naples, FL)",,N,Round 1,452858,141
Randy Nosek,215,Y,4,1,1,JR,R,June Amateur Draft,6,26,1985,"Nosek, Randy",26,Y,Detroit Tigers,American League,P,DET,1967-01-08T00:00:00,R,103,Chillicothe HS (MO),,N,Round 1,119856,116
Bill McGuire,205,Y,3,1,1,JR,R,June Amateur Draft,6,27,1985,"McGuire, Bill",27,Y,Seattle Mariners,American League,C,SEA,1964-02-14T00:00:00,R,103,Nebraska,,N,Round 1,118741,136
Anthony Balabon,0,N,0,1,1,JR,,June Amateur Draft,0,28,1985,"Balabon, Anthony",28,Y,New York Yankees,American League,P,NYY,1967-04-26T00:00:00,R,103,"Conestoga HS (Berwyn, PA)",,N,Round 1,461025,147
Carl Moraw,,N,,2,2,JR,,June Amateur Draft,,1,1985,"Moraw, Carl",29,Y,Milwaukee Brewers,American League,P,MIL,,,103,Bowling Green State,,N,Round 2,563384,158
Brian Ohnoutka,180,N,0,2,2,JR,R,June Amateur Draft,6,2,1985,"Ohnoutka, Brian",30,Y,San Francisco Giants,National League,P,SF,1963-08-09T00:00:00,R,104,Texas Christian,,N,Round 2,438769,137
Mike Watters,185,N,1,2,2,JR,L,June Amateur Draft,6,3,1985,"Watters, Mike",31,Y,Los Angeles Dodgers,National League,2B,LA,,R,104,Michigan,,N,Round 2,475008,119
Steven Davis,0,N,0,2,2,JR,,June Amateur Draft,0,4,1985,"Davis, Steven",32,Y,Cincinnati Reds,National League,OF,CIN,1966-12-16T00:00:00,,104,"Plano East HS (Plano, TX)",,N,Round 2,452847,113
Jose Mota,155,Y,9,2,2,JR,S,June Amateur Draft,5,5,1985,"Mota, Jose",33,Y,Chicago White Sox,American League,2B,CWS,1965-03-16T00:00:00,R,103,Cal State Fullerton,,N,Round 2,119452,145
Bruce Ruffin,205,Y,2,2,2,JR,S,June Amateur Draft,6,6,1985,"Ruffin, Bruce",34,Y,Philadelphia Phillies,National League,P,PHI,1963-10-04T00:00:00,L,104,Texas,,N,Round 2,121545,143
Mike Schooler,220,Y,3,2,2,JR,R,June Amateur Draft,6,7,1985,"Schooler, Mike",35,Y,Seattle Mariners,American League,P,SEA,1962-08-10T00:00:00,R,103,Cal State Fullerton,,N,Round 2,121856,136
Randy Johnson,225,Y,10,2,2,JR,R,June Amateur Draft,6,8,1985,"Johnson, Randy",36,Y,Montreal Expos,National League,P,MON,1963-09-10T00:00:00,L,104,Southern California,,N,Round 2,116615,120
Andy Ghelfi,185,N,2,2,2,JR,R,June Amateur Draft,6,9,1985,"Ghelfi, Andy",37,Y,Cleveland Indians,American League,P,CLE,1963-11-08T00:00:00,R,103,Indiana State,,N,Round 2,457359,114
Dan Smith,,N,,2,2,JR,,June Amateur Draft,,10,1985,"Smith, Dan",38,N,Los Angeles Dodgers,National League,C,LA,,,104,Morehead State,,N,Round 2,567230,119
Dave Otto,210,Y,7,2,2,JR,L,June Amateur Draft,6,11,1985,"Otto, Dave",39,Y,Oakland Athletics,American League,P,OAK,1964-11-12T00:00:00,L,103,Missouri,,N,Round 2,120123,133
Bert Hunter,200,N,4,2,2,JR,S,June Amateur Draft,6,12,1985,"Hunter, Bert",40,Y,Houston Astros,National League,SS,HOU,1967-08-23T00:00:00,R,104,"Norte Vista HS (Riverside, CA)",,N,Round 2,492492,117
Steve Gasser,0,N,0,2,2,JR,R,June Amateur Draft,0,13,1985,"Gasser, Steve",41,Y,Minnesota Twins,American League,P,MIN,1967-08-05T00:00:00,R,103,New Philadelphia HS (OH),,N,Round 2,458490,142
Jim Fregosi,185,N,1,2,2,JR,R,June Amateur Draft,6,14,1985,"Fregosi, Jim",42,N,St. Louis Cardinals,National League,SS,STL,1964-04-11T00:00:00,R,104,New Mexico,,N,Round 2,569463,138
Robert Sharpnack,,N,0,2,2,JR,,June Amateur Draft,,15,1985,"Sharpnack, Robert",43,Y,California Angels,American League,P,CAL,,,103,Fountain Valley HS (CA),,N,Round 2,474574,108
Michael Young,190,N,4,2,2,JR,L,June Amateur Draft,6,16,1985,"Young, Michael",44,Y,Philadelphia Phillies,National League,P,PHI,1964-08-15T00:00:00,L,104,Arizona,,N,Round 2,452901,143
Chris Jelic,180,Y,11,2,2,JR,R,June Amateur Draft,5,17,1985,"Jelic, Chris",45,Y,Kansas City Royals,American League,C,KC,1963-12-16T00:00:00,R,103,Pittsburgh,,N,Round 2,116518,118
Tim Jones,,N,,2,2,JR,,June Amateur Draft,,18,1985,"Jones, Tim",46,N,St. Louis Cardinals,National League,SS,STL,,,104,The Citadel,,N,Round 2,560711,138
Damon Hansel,,N,0,2,2,JR,,June Amateur Draft,,19,1985,"Hansel, Damon",47,N,Pittsburgh Pirates,National League,C,PIT,,,104,"Granite Hills HS (El Cajon, CA)",,N,Round 2,475846,134
Scott Servais,195,Y,2,2,2,JR,R,June Amateur Draft,6,20,1985,"Servais, Scott",48,Y,New York Mets,National League,OF,NYM,1967-06-04T00:00:00,R,104,"Westby HS (Coon Valley, WI)",,N,Round 2,122011,121
Lance Blankenship,185,Y,0,2,2,JR,R,June Amateur Draft,6,21,1985,"Blankenship, Lance",49,Y,Boston Red Sox,American League,3B,BOS,1963-12-06T00:00:00,R,103,University of California-Berkeley,,N,Round 2,111080,111
Mark Cole,170,N,9,2,2,JR,S,June Amateur Draft,5,22,1985,"Cole, Mark",50,Y,San Diego Padres,National League,SS,SD,1967-04-18T00:00:00,R,104,"John F. Kennedy HS (Sacramento, CA)",,N,Round 2,436509,135
Troy Evers,215,N,4,2,2,JR,R,June Amateur Draft,6,23,1985,"Evers, Troy",51,Y,New York Yankees,American League,P,NYY,1964-02-04T00:00:00,R,103,Iowa State,,N,Round 2,459680,147
Greg Smith,170,Y,11,2,2,JR,S,June Amateur Draft,5,24,1985,"Smith, Greg",52,N,Chicago Cubs,National League,SS,CHC,1967-04-05T00:00:00,R,104,"Glenelg HS (Sykesville, MD)",,N,Round 2,122398,112
Kevin Batiste,175,Y,2,2,2,JR,R,June Amateur Draft,6,25,1985,"Batiste, Kevin",53,Y,Toronto Blue Jays,American League,OF,TOR,1966-10-21T00:00:00,R,103,"Ball HS (Galveston, TX)",,N,Round 2,110685,141
Richard Carter,,N,0,2,2,JR,R,June Amateur Draft,,26,1985,"Carter, Richard",54,Y,Detroit Tigers,American League,P,DET,1966-11-04T00:00:00,R,103,Havelock HS (NC),,N,Round 2,458478,116
Shon Ashley,215,N,2,3,3,JR,R,June Amateur Draft,6,1,1985,"Ashley, Shon",55,Y,Milwaukee Brewers,American League,SS,MIL,1966-10-28T00:00:00,R,103,"Meridan HS (Boise, ID)",,N,Round 3,460993,158
Doug Robertson,200,N,1,3,3,JR,R,June Amateur Draft,6,2,1985,"Robertson, Doug",56,Y,San Francisco Giants,National League,P,SF,1963-04-15T00:00:00,R,104,Cal State Fullerton,,N,Round 3,462368,137
Jim Vlcek,190,N,4,3,3,JR,R,June Amateur Draft,6,3,1985,"Vlcek, Jim",57,Y,Texas Rangers,American League,P,TEX,1966-12-17T00:00:00,R,103,"Amos Alonzo Stagg HS (Palos Hills, IL)",,N,Round 3,451068,140
Ken Huseby,,N,,3,3,JR,,June Amateur Draft,,4,1985,"Huseby, Ken",58,Y,Cincinnati Reds,National League,P,CIN,,,104,Rolling Meadows HS (IL),,N,Round 3,560185,113
Glenn Braxton,225,N,11,3,3,JR,L,June Amateur Draft,5,5,1985,"Braxton, Glenn",59,Y,Chicago White Sox,American League,OF,CWS,1967-04-17T00:00:00,L,103,Idabel HS (OK),,N,Round 3,466020,145
Joseph Klancnik,0,N,0,3,3,JR,R,June Amateur Draft,0,6,1985,"Klancnik, Joseph",60,Y,Pittsburgh Pirates,National League,P,PIT,1967-07-05T00:00:00,R,104,"Niles West HS (Niles, IL)",,N,Round 3,445868,134
Clint Zavaras,175,Y,1,3,3,JR,R,June Amateur Draft,6,7,1985,"Zavaras, Clint",61,Y,Seattle Mariners,American League,P,SEA,1967-01-04T00:00:00,R,103,"Mullin HS (Denver, CO)",,N,Round 3,124749,136
Jeffrey Oller,0,N,0,3,3,JR,,June Amateur Draft,0,8,1985,"Oller, Jeffrey",62,Y,Montreal Expos,National League,SS,MON,1966-08-15T00:00:00,,104,Minden HS (LA),,N,Round 3,459476,120
Scott Ruskin,185,Y,2,3,3,JR,R,June Amateur Draft,6,9,1985,"Ruskin, Scott",63,Y,Cleveland Indians,American League,OF,CLE,1963-06-08T00:00:00,L,103,Florida,,N,Round 3,121560,114
Peter Geist,175,N,1,3,3,JR,R,June Amateur Draft,6,10,1985,"Geist, Peter",64,N,Los Angeles Dodgers,National League,OF,LA,1964-05-08T00:00:00,R,104,Georgia Tech,,N,Round 3,455411,119
Wally Whitehurst,195,Y,3,3,3,JR,R,June Amateur Draft,6,11,1985,"Whitehurst, Wally",65,Y,Oakland Athletics,American League,P,OAK,1964-04-11T00:00:00,R,103,New Orleans,,N,Round 3,124204,133
Michael Hensley,0,N,0,3,3,JR,R,June Amateur Draft,0,12,1985,"Hensley, Michael",66,Y,Houston Astros,National League,P,HOU,1967-04-15T00:00:00,R,104,"Latta HS (Ada, OK)",,N,Round 3,445701,117
Paul Abbott,205,Y,2,3,3,JR,R,June Amateur Draft,6,13,1985,"Abbott, Paul",67,Y,Minnesota Twins,American League,P,MIN,1967-09-15T00:00:00,R,103,"Sunny Hills HS (Fullerton, CA)",,N,Round 3,110015,142
Thomas Abrell,,N,0,3,3,JR,,June Amateur Draft,,14,1985,"Abrell, Thomas",68,N,Atlanta Braves,National League,P,ATL,,,104,"Central HS (Muncie, IN)",,N,Round 3,476667,144
Jerome Nelson,,N,,3,3,JR,,June Amateur Draft,,15,1985,"Nelson, Jerome",69,N,California Angels,American League,OF,CAL,,,103,"Pine Forest HS (Pensacola, FL)",,N,Round 3,563694,108
Vince Holyfield,175,N,11,3,3,JR,R,June Amateur Draft,5,16,1985,"Holyfield, Vince",70,Y,Philadelphia Phillies,National League,OF,PHI,1964-02-08T00:00:00,R,104,Southern Arkansas,,N,Round 3,449538,143
Mike Loggins,165,N,9,3,3,JR,S,June Amateur Draft,5,17,1985,"Loggins, Mike",71,Y,Kansas City Royals,American League,OF,KC,1963-12-21T00:00:00,L,103,Arkansas,,N,Round 3,458486,118
Michael Henry,,N,0,3,3,JR,,June Amateur Draft,,18,1985,"Henry, Michael",72,N,St. Louis Cardinals,National League,P,STL,,,104,"Chamberlain HS (Lutz, FL)",,N,Round 3,476942,138
Chris Collins,,N,,3,3,JR,,June Amateur Draft,,19,1985,"Collins, Chris",73,N,California Angels,American League,P,CAL,,,103,Mercer University,,N,Round 3,556909,108
Rob Lemle,,N,,3,3,JR,,June Amateur Draft,,20,1985,"Lemle, Rob",74,Y,New York Mets,National League,OF,NYM,,,104,Compton HS (CA),,N,Round 3,561727,121
Tino Martinez,230,Y,2,3,3,JR,L,June Amateur Draft,6,21,1985,"Martinez, Tino",75,Y,Boston Red Sox,American League,1B,BOS,1967-12-07T00:00:00,R,103,"Jefferson HS (Tampa, FL)",,N,Round 3,118362,111
Jim Tatum,200,Y,2,3,3,JR,R,June Amateur Draft,6,22,1985,"Tatum, Jim",76,Y,San Diego Padres,National League,3B,SD,1967-10-09T00:00:00,R,104,"Santana HS (Santee, CA)",,N,Round 3,123109,135
Ken Patterson,210,Y,4,3,3,JR,L,June Amateur Draft,6,23,1985,"Patterson, Ken",77,Y,New York Yankees,American League,P,NYY,1964-07-08T00:00:00,L,103,Baylor,,N,Round 3,120293,147
Mike Miller,,N,,3,3,JR,,June Amateur Draft,,24,1985,"Miller, Mike",78,N,Chicago Cubs,National League,C,CHC,,,104,"Paradise Valley HS (Phoenix, AZ)",,N,Round 3,563139,112
Joe Humphries,,N,,3,3,JR,,June Amateur Draft,,25,1985,"Humphries, Joe",79,Y,Toronto Blue Jays,American League,P,TOR,,,103,Western Michigan,,N,Round 3,560136,141
Steve Searcy,185,Y,1,3,3,JR,L,June Amateur Draft,6,26,1985,"Searcy, Steve",80,Y,Detroit Tigers,American League,P,DET,1964-06-04T00:00:00,L,103,Tennessee,,N,Round 3,121957,116
Bill Bates,,N,,4,4,JR,,June Amateur Draft,,1,1985,"Bates, Bill",81,N,Milwaukee Brewers,American League,2B,MIL,,,103,Texas,,N,Round 4,555221,158
Robert Jackson,,N,,4,4,JR,,June Amateur Draft,,2,1985,"Jackson, Robert",82,N,San Francisco Giants,National League,3B,SF,,,104,Galesburg HS (IL),,N,Round 4,560315,137
Steve Wilson,195,Y,4,4,4,JR,L,June Amateur Draft,6,3,1985,"Wilson, Steve",83,Y,Texas Rangers,American League,P,TEX,1964-12-13T00:00:00,L,103,Portland,,N,Round 4,124425,140
Joe Dunlap,,N,,4,4,JR,,June Amateur Draft,,4,1985,"Dunlap, Joe",84,Y,Cincinnati Reds,National League,SS,CIN,,,104,Oral Roberts,,N,Round 4,558032,113
Bobby Thigpen,195,Y,3,4,4,JR,R,June Amateur Draft,6,5,1985,"Thigpen, Bobby",85,Y,Chicago White Sox,American League,P,CWS,1963-07-17T00:00:00,R,103,Mississippi State,,N,Round 4,123230,145
Robin Vaughn,,N,,4,4,JR,,June Amateur Draft,,6,1985,"Vaughn, Robin",86,N,Pittsburgh Pirates,National League,SS,PIT,,,104,"Crenshaw HS (Los Angeles, CA)",,N,Round 4,568111,134
Onesimo Balelo,170,N,10,4,4,JR,R,June Amateur Draft,5,7,1985,"Balelo, Onesimo",87,Y,Seattle Mariners,American League,SS,SEA,1963-02-22T00:00:00,R,103,Pepperdine,,N,Round 4,465308,136
Anthony Candelino,,N,0,4,4,JR,,June Amateur Draft,,8,1985,"Candelino, Anthony",88,N,Montreal Expos,National League,OF,MON,,,104,Elizabeth HS (NJ),,N,Round 4,477255,120
Scott Jordan,175,Y,0,4,4,JR,R,June Amateur Draft,6,9,1985,"Jordan, Scott",89,Y,Cleveland Indians,American League,OF,CLE,1963-05-27T00:00:00,R,103,Georgia Tech,,N,Round 4,116759,114
Mike Prior,0,N,0,4,4,JR,,June Amateur Draft,0,10,1985,"Prior, Mike",90,N,Los Angeles Dodgers,National League,OF,LA,,,104,Illinois State,,N,Round 4,564843,119
Phil Cundari,,N,,4,4,JR,,June Amateur Draft,,11,1985,"Cundari, Phil",91,N,Oakland Athletics,American League,P,OAK,,,103,Seton Hall,,N,Round 4,557286,133
Blaise Ilsley,195,Y,1,4,4,JR,L,June Amateur Draft,6,12,1985,"Ilsley, Blaise",92,Y,Houston Astros,National League,P,HOU,1964-04-09T00:00:00,L,104,Indiana State,,N,Round 4,116384,117
Robbie Smith,,N,,4,4,JR,,June Amateur Draft,,13,1985,"Smith, Robbie",93,N,Minnesota Twins,American League,P,MIN,,,103,Louisiana State,,N,Round 4,567349,142
David Justice,215,Y,3,4,4,JR,L,June Amateur Draft,6,14,1985,"Justice, David",94,Y,Atlanta Braves,National League,1B,ATL,1966-04-14T00:00:00,L,104,Thomas More College,,N,Round 4,116798,144
Scott Marrett,,N,0,4,4,JR,,June Amateur Draft,,15,1985,"Marrett, Scott",95,N,California Angels,American League,P,CAL,,,103,Pepperdine,,N,Round 4,474738,108
Wally Ritchie,180,Y,2,4,4,JR,L,June Amateur Draft,6,16,1985,"Ritchie, Wally",96,Y,Philadelphia Phillies,National League,P,PHI,1965-07-12T00:00:00,L,104,Glendale CC,,N,Round 4,121235,143
Mike Macfarlane,205,Y,1,4,4,JR,R,June Amateur Draft,6,17,1985,"Macfarlane, Mike",97,Y,Kansas City Royals,American League,C,KC,1964-04-12T00:00:00,R,103,Santa Clara,,N,Round 4,118073,118
Nate Singletary,,N,,4,4,JR,,June Amateur Draft,,18,1985,"Singletary, Nate",98,N,St. Louis Cardinals,National League,OF,STL,,,104,"King HS (Tampa, FL)",,N,Round 4,567111,138
Brian Dubois,195,Y,10,4,4,JR,L,June Amateur Draft,5,19,1985,"Dubois, Brian",99,Y,Baltimore Orioles,American League,P,BAL,1965-04-18T00:00:00,L,103,"Reed Custer HS (Briarwood, IL)",,N,Round 4,113583,110
Stephen Welborn,215,N,2,4,4,JR,R,June Amateur Draft,6,20,1985,"Welborn, Stephen",100,Y,New York Mets,National League,P,NYM,1963-10-10T00:00:00,R,104,Appalachian State,,N,Round 4,458482,121
Jeff King,180,Y,1,1,1,JR,R,June Amateur Draft,6,1,1986,"King, Jeff",1,Y,Pittsburgh Pirates,National League,SS,PIT,1964-12-26T00:00:00,R,104,Arkansas,,N,Round 1,117081,134
Greg Swindell,240,Y,1,1,1,JR,L,June Amateur Draft,6,2,1986,"Swindell, Greg",2,Y,Cleveland Indians,American League,P,CLE,1965-01-02T00:00:00,L,103,Texas,,N,Round 1,123057,114
Matt Williams,225,Y,2,1,1,JR,R,June Amateur Draft,6,3,1986,"Williams, Matt",3,Y,San Francisco Giants,National League,3B,SF,1965-11-28T00:00:00,R,104,UNLV,,N,Round 1,124326,137
Kevin Brown,220,Y,4,1,1,JR,R,June Amateur Draft,6,4,1986,"Brown, Kevin",4,Y,Texas Rangers,American League,P,TEX,1965-03-14T00:00:00,R,103,Georgia Tech,,N,Round 1,111554,140
Kent Mercker,205,Y,2,1,1,JR,L,June Amateur Draft,6,5,1986,"Mercker, Kent",5,Y,Atlanta Braves,National League,P,ATL,1968-02-01T00:00:00,L,104,Dublin HS (OH),,N,Round 1,118967,144
Gary Sheffield,215,Y,0,1,1,JR,R,June Amateur Draft,6,6,1986,"Sheffield, Gary",6,Y,Milwaukee Brewers,American League,SS,MIL,1968-11-18T00:00:00,R,103,"Hillsborough HS (Tampa, FL)",,N,Round 1,122111,158
Brad Brink,195,Y,2,1,1,JR,R,June Amateur Draft,6,7,1986,"Brink, Brad",7,Y,Philadelphia Phillies,National League,P,PHI,1965-01-20T00:00:00,R,104,Southern California,,N,Round 1,111472,143
Pat Lennon,200,Y,2,1,1,JR,R,June Amateur Draft,6,8,1986,"Lennon, Pat",8,Y,Seattle Mariners,American League,SS,SEA,1968-04-27T00:00:00,R,103,Whiteville HS (NC),,N,Round 1,117676,136
Derrick May,225,Y,4,1,1,JR,L,June Amateur Draft,6,9,1986,"May, Derrick",9,Y,Chicago Cubs,National League,OF,CHC,1968-07-14T00:00:00,R,104,Newark HS (DE),,N,Round 1,118471,112
Derek Parks,205,Y,0,1,1,JR,R,June Amateur Draft,6,10,1986,"Parks, Derek",10,Y,Minnesota Twins,American League,P,MIN,1968-09-29T00:00:00,R,103,"Montclair HS (Upland, CA)",,N,Round 1,120238,142
Thomas Howard,205,Y,2,1,1,JR,S,June Amateur Draft,6,11,1986,"Howard, Thomas",11,Y,San Diego Padres,National League,OF,SD,1964-12-11T00:00:00,R,104,Ball State,,N,Round 1,116215,135
Scott Hemond,205,Y,0,1,1,JR,R,June Amateur Draft,6,12,1986,"Hemond, Scott",12,Y,Oakland Athletics,American League,C,OAK,1965-11-18T00:00:00,R,103,South Florida,,N,Round 1,115737,133
Ryan Bowen,185,Y,0,1,1,JR,R,June Amateur Draft,6,13,1986,"Bowen, Ryan",13,Y,Houston Astros,National League,P,HOU,1968-02-10T00:00:00,R,104,Hanford HS (CA),,N,Round 1,111285,117
Gregory McMurtry,195,N,2,1,1,JR,L,June Amateur Draft,6,14,1986,"McMurtry, Gregory",14,N,Boston Red Sox,American League,OF,BOS,1967-10-15T00:00:00,R,103,Brockton HS (MA),,N,Round 1,451331,111
Kevin Dean,190,N,1,1,1,JR,R,June Amateur Draft,6,15,1986,"Dean, Kevin",15,Y,Montreal Expos,National League,OF,MON,1967-12-07T00:00:00,R,104,"Hogan HS (Vallejo, CA)",,N,Round 1,445920,120
Roberto Hernandez,245,Y,4,1,1,JR,R,June Amateur Draft,6,16,1986,"Hernandez, Roberto",16,Y,California Angels,American League,P,CAL,1964-11-11T00:00:00,R,103,South Carolina - Aiken,,N,Round 1,115832,108
Scott Scudder,185,Y,2,1,1,JR,R,June Amateur Draft,6,17,1986,"Scudder, Scott",17,Y,Cincinnati Reds,National League,P,CIN,1968-02-14T00:00:00,R,104,"Prairiland HS (Blossom, TX)",,N,Round 1,121951,113
Phil Clark,200,Y,0,1,1,JR,R,June Amateur Draft,6,18,1986,"Clark, Phil",18,Y,Detroit Tigers,American League,C,DET,1968-05-06T00:00:00,R,103,Crockett HS (TX),,N,Round 1,112337,116
Mike White,,N,,1,1,JR,,June Amateur Draft,,19,1986,"White, Mike",19,N,Los Angeles Dodgers,National League,OF,LA,,,104,Loudon HS (TN),,N,Round 1,568692,119
Grady Hall,200,N,4,1,1,JR,R,June Amateur Draft,6,20,1986,"Hall, Grady",20,Y,Chicago White Sox,American League,P,CWS,1964-05-29T00:00:00,L,103,Northwestern,,N,Round 1,452947,145
Lee May,170,N,1,1,1,JR,S,June Amateur Draft,6,21,1986,"May, Lee",21,Y,New York Mets,National League,OF,NYM,1968-05-30T00:00:00,R,104,"Purcell Marion HS (Cincinnati, OH)",,N,Round 1,459597,121
Lee Stevens,235,Y,4,1,1,JR,L,June Amateur Draft,6,22,1986,"Stevens, Lee",22,Y,California Angels,American League,OF,CAL,1967-07-10T00:00:00,L,103,Lawrence HS (KS),,N,Round 1,122765,108
Luis Alicea,177,Y,9,1,1,JR,S,June Amateur Draft,5,23,1986,"Alicea, Luis",23,Y,St. Louis Cardinals,National League,2B,STL,1965-07-29T00:00:00,R,104,Florida State,,N,Round 1,110136,138
Anthony Clements,,N,0,1,1,JR,,June Amateur Draft,,24,1986,"Clements, Anthony",24,N,Kansas City Royals,American League,SS,KC,,,103,"Don Lugo HS (Chino, CA)",,N,Round 1,476624,118
Terence Carr,167,N,1,1,1,JR,R,June Amateur Draft,6,25,1986,"Carr, Terence",25,Y,California Angels,American League,OF,CAL,1968-04-25T00:00:00,R,103,"Bennett HS (Salisbury, MD)",,N,Round 1,448462,108
Earl Sanders,230,N,4,1,1,JR,R,June Amateur Draft,6,26,1986,"Sanders, Earl",26,Y,Toronto Blue Jays,American League,P,TOR,1965-03-05T00:00:00,R,103,Jackson State,,N,Round 1,450936,141
Mike Fetters,230,Y,4,1,1,JR,R,June Amateur Draft,6,27,1986,"Fetters, Mike",27,Y,California Angels,American League,P,CAL,1964-12-19T00:00:00,R,103,Pepperdine,,N,Round 1,114097,108
Daryl Green,0,N,0,1,1,JR,R,June Amateur Draft,0,28,1986,"Green, Daryl",28,Y,California Angels,American League,P,CAL,1968-04-15T00:00:00,R,103,Nacogdoches HS (TX),,N,Round 1,444657,108
Mike Walker,195,Y,1,2,2,JR,R,June Amateur Draft,6,1,1986,"Walker, Mike",29,Y,Pittsburgh Pirates,National League,P,PIT,1966-10-04T00:00:00,R,104,Houston,,N,Round 2,123836,134
Kevin Wickander,202,Y,2,2,2,JR,L,June Amateur Draft,6,2,1986,"Wickander, Kevin",30,Y,Cleveland Indians,American League,P,CLE,1965-01-04T00:00:00,L,103,Grand Canyon,,N,Round 2,124227,114
Kirt Manwaring,190,Y,11,2,2,JR,R,June Amateur Draft,5,3,1986,"Manwaring, Kirt",31,Y,San Francisco Giants,National League,C,SF,1965-07-15T00:00:00,R,104,Coastal Carolina,,N,Round 2,118267,137
Roger Pavlik,220,Y,2,2,2,JR,R,June Amateur Draft,6,4,1986,"Pavlik, Roger",32,Y,Texas Rangers,American League,P,TEX,1967-10-04T00:00:00,R,103,"Aldine HS (Houston, TX)",,N,Round 2,120315,140
Brian Champion,205,N,3,2,2,JR,R,June Amateur Draft,6,5,1986,"Champion, Brian",33,Y,Atlanta Braves,National League,SS,ATL,1967-10-23T00:00:00,R,104,Corvallis HS (OR),,N,Round 2,444742,144
Mark Ambrose,215,N,4,2,2,JR,R,June Amateur Draft,6,6,1986,"Ambrose, Mark",34,Y,Milwaukee Brewers,American League,P,MIL,1965-05-02T00:00:00,R,103,Vanderbilt,,N,Round 2,459467,158
